,sentences,Actual,Predicted
5815,gimme the book and hat,_inquiry ,_need( _books 1 _hats 1 )
5816,basketballs mean nothing to me . nothing . especially after that unu .,_need( _balls 0 ) _inquiry ,_nodeal
5817,i need book and 2 balls,_inquiry ,_need( _books 1 _balls 2 )
5818,"i can't do just book , that hurts",_inquiry ,_need( _books 1 )
5819,book and 2 balls .,_misc( _books 1 _balls 2 ) _inquiry ,_yes _books 1 _balls 2 )
5820,"3 balls and hat , or 2 balls and book",_misc( _hats 1 _balls 3 ) _inquiry ,_yes _hats 1 _balls 3 )
5821,i'd like the basketball both hats and 1 book .,_inquiry ,_need( _books 1 _hats 2 _balls 1 )
5822,for me ? i need at least the basketball and one hat and one book .,_inquiry ,_need( _books 1 _hats 1 _balls 1 )
5823,i'd like both books,_inquiry ,_need( _books 2 )
5824,i'd be good with both hats and a book,_inquiry ,_need( _books 1 _hats 2 )
5825,"i'd like the books , you can have the rest",_inquiry ,_need( _books all ) _offer( rest )
5826,deal,_deal _inquiry ,_deal
5827,okay,_deal _inquiry ,_deal
5828,great,_deal _inquiry ,_deal
5829,can i have the book and 1 hat,_inquiry ,_need( _books 1 _hats 1 )
5830,"i have to have the book , you ca have all else",_inquiry ,_need( _books 1 ) _offer( rest )
5831,"you can have two hats but , i need the book",_inquiry ,_need( _books 1 ) _offer( _hats 2 )
5832,okay deal . thank you .,_inquiry _thanks ,_deal _thanks
5833,"i really need the ball . how about if i get the ball , 2 hats and you keep all books ?",_inquiry ,_need( _hats 2 _balls 1 ) _offer( _books all )
5834,i want the ball and two books,_inquiry ,_need( _balls 1 )
5835,deal,_deal _inquiry ,_deal
5836,can i have the book annd a hat,_inquiry ,_need( _books 1 _hats 1 )
5837,"kool , good deal",_inquiry ,_deal
5838,that sounds like a fair deal .,_inquiry ,_deal
5839,can i just take all books ?,_inquiry ,_need( _books all )
5840,3 books and a hat then . it`s only fair,_misc( _books 3 _hats 1 ) _inquiry ,_yes _books 3 _hats 1
5841,i can give you the hat and a book,_inquiry ,_offer( _books 1 _hats 1 )
5842,i can give you three books,_inquiry ,_offer( _books 3 )
5843,just take all books i take rest,_inquiry ,_need( rest ) _offer( _books all )
5844,i'd like the hat . you can have everything else .,_inquiry ,_need( _hats 1 ) _offer( rest )
5845,you can have the hat and the ball . i ; ll take all 4 books .,_inquiry ,_need( _books 4 ) _offer( _hats 1 _balls 1 )
5846,i would like one of each please,_inquiry ,_need( _hats 1 _balls 1 )
5847,hmmm . . . . i like tht hat,_inquiry ,_need( _hats 1 )
5848,ok,_deal _inquiry ,_deal
5849,deal,_deal _inquiry ,_deal
5850,hello . i'd love the ball and a book .,_greeting _inquiry ,_greeting _need( _books 1 _balls 1 )
5851,thanks !,_deal _inquiry _thanks ,_deal _thanks
5852,hello . i really need the ball . how does the ball and a book for me and the rest to you sound ?,_greeting _inquiry ,_greeting _need( _books 1 _balls 1 ) _offer( rest )
5853,ok lets do it,_inquiry ,_deal
5854,i would like 2 balls and 2 hats please .,_inquiry ,_need( _hats 2 _balls 2 )
5855,nope you can have book and 1 hat,_inquiry ,_counteroffer _need( _books 1 _hats 1 )
5856,i need book and 2 balls,_inquiry ,_need( _books 1 _balls 2 )
5857,ok,_deal _inquiry ,_deal
5858,balls and hats for me,_need( _hats all _balls all ) _inquiry ,_need( _hats all _balls all )
5859,balls and three hats for me,_need( _hats 3 _balls all ) _inquiry ,_need( _hats 3 _balls all )
5860,balls and two hats for me,_need( _hats 2 _balls all ) _inquiry ,_need( _hats 2 _balls all )
5861,"hello , can i have the balls , the book , and 1 hat ?",_greeting _inquiry ,_greeting _need( _books 1 _balls all )
5862,i am going to need more than just the 1 book . you can have both balls if i can have 3 of the hats .,_inquiry ,_need( _books 1 _hats 3 ) _offer( _balls 2 )
5863,that will not work still . would you like all 4 hats if i can have the balls and book ?,_inquiry ,_counteroffer _need( _books 1 _balls all ) _offer( _hats all )
5864,"okay , deal .",_deal _inquiry ,_deal
5865,ill give you both balls for the books .,_inquiry ,_offer( _books all _balls 2 )
5866,in that case ill take the hat and both balls,_inquiry ,_need( _hats 1 _balls 2 )
5867,naw thats too easy no deal,_inquiry ,_no
5868,i can give you both balls and a book,_inquiry ,_offer( rest )
5869,i need the books and the balls,_inquiry ,_need( _books all _balls all )
5870,that is not going to work - i need both books and 1 ball minimum,_inquiry ,_counteroffer _need( _books 2 _balls 1 )
5871,thats fine as long as i can get both books,_inquiry ,_yes _need( _books 2 )
5872,okay well then i need both books and a ball . or both balls and a book .,_inquiry ,_need( _books 2 _balls 1 )
5873,deal .,_deal _inquiry ,_deal
5874,"take the books , they're useless . i need two hats .",_inquiry ,_need( _hats 2 ) _offer( _books all )
5875,"oh , hmm . that works .",_inquiry ,_deal
5876,how about you take one hat and the basketball,_inquiry ,_offer( _hats 1 _balls 1 )
5877,"great , so books for me and 1 hat . hat and basketball for you ?",_inquiry ,_yes _need( _books all _hats 1 ) _offer( _balls 1 )
5878,i have to have the ball,_inquiry ,_need( _balls 1 )
5879,if i can't have the ball there is no deal to be made,_inquiry ,_need( _balls 1 )
5880,"no deal then , no problem",_inquiry ,_no
5881,no deal,_nodeal _inquiry ,_nodeal
5882,no deal,_nodeal _inquiry ,_nodeal
5883,if i can have the ball and the two hats you can have the books,_inquiry ,_need( _hats 2 _balls 1 ) _offer( _books all )
5884,i need the ball as well . is there any other deal you are willing to make ?,_inquiry ,_need( _balls 1 )
5885,same for me as well . i am sorry we could not make a deal .,_inquiry ,_nodeal
5886,no deal .,_nodeal _inquiry ,_nodeal
5887,no deal .,_nodeal _inquiry ,_nodeal
5888,howd i would really those balls and a hat,_inquiry ,_need( _hats 1 _balls all )
5889,gonna have to split it all up then because i need those balls too,_inquiry ,_need( _balls all ) _offer( _balls 1 )
5890,"i'll give you one ball , one book , and one hat .",_inquiry ,_offer( _books 1 _hats 1 _balls 1 )
5891,so im taking 1 ball and two hats correct ?,_inquiry ,_need( _hats 2 _balls 1 )
5892,deal,_deal _inquiry ,_deal
5893,i want the balls and the books,_inquiry ,_need( _books all _balls all )
5894,"okay , how about i get both balls and one book",_inquiry ,_need( _books 1 _balls 2 )
5895,how about you give me one ball and two books,_inquiry ,_need( _books 2 _balls 1 )
5896,yes,_deal _inquiry ,_deal
5897,you can have the three hats if i get the books and ball,_inquiry ,_need( _books all _balls 1 ) _offer( _hats 3 )
5898,"i have ball at four and books at two . so fair split , i get ball and one book , you get the rest",_inquiry ,_need( _books 1 _balls 1 ) _offer( rest )
5899,deal .,_deal _inquiry ,_deal
5900,i'd like the hat and two balls if that is ok,_inquiry ,_need( _hats 1 _balls 2 )
5901,i can offer you either the book or the ball,_inquiry ,_offer( _books _balls )
5902,so we agree on you just taking the ball ?,_inquiry ,_need( _balls 1 )
5903,how about you take the ball and the boo,_inquiry ,_need( _hats 1 _balls 1 )
5904,you can have one hat and one ball,_inquiry ,_offer( _hats 1 _balls 1 )
5905,i need the hat and 1 ball,_inquiry ,_need( _hats 1 _balls 1 )
5906,"the hat is not something i can give up , i could take the hat only and you could have the rest ?",_inquiry ,_counteroffer _need( _hats 1 ) _offer( rest )
5907,"yes i cannot be without the hat , nothing else is worth anything",_inquiry ,_counteroffer _need( _hats 1 )
5908,how do we do no deal ?,_inquiry ,_no
5909,"well i will take the low score this time , you take the hat i will take the rest ?",_inquiry ,_need( rest ) _offer( _hats 1 )
5910,i need hat and book,_inquiry ,_need( _books 1 _hats 1 )
5911,looks like a standoff,_inquiry ,_counteroffer
5912,same,_inquiry ,_deal
5913,we talk until 'no deal' button appears,_inquiry ,_nodeal
5914,okay,_deal _inquiry ,_deal
5915,i can take just the ball or take everything but the ball .,_inquiry ,_need( _balls 1 )
5916,no deal . the two i offered is all i can do . otherwise i have less than 5 points .,_inquiry ,_nodeal
5917,no deal,_nodeal _inquiry ,_nodeal
5918,i would like the ball and the 4 hats,_inquiry ,_need( _hats 4 _balls 1 )
5919,how about i take the ball and 2 hats ? you can have the rest,_inquiry ,_need( _hats 2 _balls 1 ) _offer( rest )
5920,how about i take the ball and 1 hat ?,_inquiry ,_need( _hats 1 _balls 1 )
5921,ok i will take the ball and you can have the rest,_inquiry ,_need( _balls 1 ) _offer( rest )
5922,give me all hats and balls,_inquiry ,_need( _hats all _balls all )
5923,deal,_deal _inquiry ,_deal
5924,how about the balls and the books instead ?,_inquiry ,_need( _books all _balls all )
5925,you can have the hats if i can have the ball and books,_inquiry ,_need( _books all _balls 1 ) _offer( _hats all )
5926,i need at least one book,_inquiry ,_need( _books 1 )
5927,i cannot give up the ball,_inquiry ,_need( _balls 1 )
5928,i cannot do that . i have to have the ball and at least one book,_inquiry ,_counteroffer _need( _books 1 _balls 1 )
5929,the ball is most valuable to me . i cannot give it up,_inquiry ,_need( _balls 1 )
5930,"i will not . i can guarantee that you would be receiving far more points . to be fair , you should not leave me with one item and you take 5",_inquiry ,_nodeal
5931,no deal then,_nodeal _inquiry ,_nodeal
5932,i need all the books,_inquiry ,_need( _books all )
5933,"i'll take the hats , two books , and one ball",_inquiry ,_need( _books 2 _balls 1 )
5934,then give me all the books and hats,_inquiry ,_need( _books all _hats all )
5935,"how about i get the ball , all the hats , and one book ?",_inquiry ,_need( _books 1 _hats all _balls 1 )
5936,"ok , then you'd have to relinquish all the hats and the books . if you want to be fair",_inquiry ,_yes _need( _books all _hats all )
5937,no deal,_nodeal _inquiry ,_nodeal
5938,"no , i dont like that offer",_inquiry ,_nodeal
5939,you can have all the balls and hat and i'll take the book .,_inquiry ,_need( _books 1 ) _offer( _hats 1 _balls all )
5940,"fine , just so we can get a deal ill agree to yours",_inquiry ,_deal
5941,i'd like the book . you can have the rest .,_inquiry ,_need( _books 1 ) _offer( rest )
5942,that's all i can do . book is 10 for me .,_inquiry ,_need( _books 1 )
5943,no deal .,_nodeal _inquiry ,_nodeal
5944,alright sounds good . pleasure doing business with you .,_deal _inquiry _thanks ,_deal
5945,i'd like the hat and one ball,_inquiry ,_need( _hats 1 _balls 1 )
5946,give me the hat,_inquiry ,_need( _hats 1 )
5947,can i have the hat and two balls ?,_inquiry ,_need( _hats 1 _balls 2 )
5948,"ok , how about the hat and one ball ?",_inquiry ,_need( _hats 1 _balls 1 )
5949,for you,_inquiry ,_deal
5950,"sorry , i can't agree to that deal . i need at least one ball , and i'd like the hat as well .",_inquiry ,_counteroffer
5951,for you or for me ?,_inquiry ,_nodeal
5952,that seems fair to me . deal .,_inquiry ,_deal
5953,"i need the book , you can have the rest",_inquiry ,_need( _books 1 ) _offer( rest )
5954,how about one book,_inquiry ,_yes _books 1 )
5955,deal,_deal _inquiry ,_deal
5956,"hi , i need the book and the 2 hats . you can have 4 balls",_greeting _inquiry ,_greeting _need( _books 1 _hats 2 ) _offer( _balls 4 )
5957,you can have the book and 1 hat if i can have the balls and 1 hat,_inquiry ,_need( _hats 1 _balls all ) _offer( _books 1 _hats 1 )
5958,"you can have the hats but , i need the book and the balls",_inquiry ,_need( _books 1 _balls all ) _offer( _hats all )
5959,if that's your best deal then i will take it,_inquiry ,_deal
5960,i would like the book and all the hats and you can have all the balls .,_inquiry ,_need( _books 1 _hats all ) _offer( _balls all )
5961,"sorry , i can't do a deal without the book and at least 2 hats .",_inquiry ,_counteroffer _need( _books 1 _hats 2 )
5962,balls and books for me,_need( _books all _balls all ) _inquiry ,_need( _books all _balls all )
5963,cann i have the hat 1 book and 1 ball please,_inquiry ,_need( _books 1 _balls 1 )
5964,okay,_deal _inquiry ,_deal
5965,i'd like both balls and the book you can keep the 3 hats .,_inquiry ,_need( _books 1 _balls 2 ) _offer( _hats 3 )
5966,how about both balls and you keep the rest ? although i do like the book . . .,_inquiry ,_need( _books 1 _balls 2 ) _offer( rest )
5967,how about you take one ball ?,_inquiry ,_offer( _balls 1 )
5968,you take both balls ill take the rest,_inquiry ,_need( rest ) _offer( _balls 2 )
5969,"how about i get the hats and ball , you can have the books ?",_inquiry ,_need( _hats all _balls 1 ) _offer( _books all )
5970,trade the ball for a book ? or do you just not want books at all,_inquiry ,_need( _books 1 _balls 1 )
5971,"ok , it's a deal",_inquiry ,_deal
5972,"books are dr . seuss , i am uninterested",_inquiry ,_need( _books all )
5973,"ball and books to me , rest to you",_need( _books all _balls 1 ) _offer( rest ) _inquiry ,_need( _books all _balls 1 ) _offer( rest )
5974,i would like the hat and the ball you can have all three books,_inquiry ,_need( _hats 1 _balls 1 ) _offer( _books 3 )
5975,ok i will take the 3 books and the hat ?,_inquiry ,_need( _books 3 _hats 1 )
5976,i need the ball and 2 books .,_inquiry ,_need( _books 2 _balls 1 )
5977,i need the ball and 1 book .,_inquiry ,_need( _books 1 _balls 1 )
5978,i will take the balls and you can have the hat and the book,_inquiry ,_need( _balls all ) _offer( _books 1 _hats 1 )
5979,great,_deal _inquiry ,_deal
5980,deal .,_deal _inquiry ,_deal
5981,i need hats and ball,_inquiry ,_need( _hats all _balls 1 )
5982,ok deal,_deal _inquiry ,_deal
5983,yes,_deal _inquiry ,_deal
5984,i need the books and hats,_inquiry ,_need( _books all _hats all )
5985,i can give up the hats if i get the ball .,_inquiry ,_need( _hats all ) _offer( _balls 1 )
5986,so you get the hats and i get the books and ball,_inquiry ,_need( _books all _balls 1 ) _offer( _hats all )
5987,"i need the book or the ball also , preferably the ball .",_inquiry ,_need( _books 1 _balls 1 )
5988,"ok , it's a deal",_inquiry ,_deal
5989,you have have the hats if i can have the book and the ball,_inquiry ,_need( _books 1 _balls 1 ) _offer( rest )
5990,you have have the hats and ball if i can have the book,_inquiry ,_need( _books 1 ) _offer( rest )
5991,hi i would like the book and balls,_greeting _inquiry ,_greeting _need( _books 1 _balls all )
5992,no i really would like the book and 1 ball and you could have all 3 hats and the 1 ball ?,_inquiry ,_counteroffer _need( _books 1 _balls 1 ) _offer( _hats all _balls 1 )
5993,i will give you both balls if i ge the bok,_inquiry ,_offer( _balls 2 )
5994,okay so i will take the book and the hats,_inquiry ,_need( _books 1 _hats all )
5995,deal,_deal _inquiry ,_deal
5996,"that's not going to work for me , i can give you the hats and 1 ball while i get the book and other ball if you want",_inquiry ,_counteroffer _need( _books 1 _balls 1 ) _offer( _hats all )
5997,"the hats don't do anything for me . so i either need two balls , or one ball and one book",_inquiry ,_counteroffer _need( _books 1 _balls 2 )
5998,"okay , i'll go with that",_inquiry ,_deal
5999,"yes , deal",_inquiry ,_deal
6000,i like the book and balls,_inquiry ,_need( _books 1 _balls all )
6001,as do i,_inquiry ,_deal
6002,i couldn't have just one ball ?,_inquiry ,_need( _balls 1 )
6003,gret !,_inquiry ,_deal
6004,i need the book fairly badly .,_inquiry ,_need( _books 1 )
6005,if i give you the book i will need everything else .,_inquiry ,_need( rest ) _offer( _books 1 )
6006,i guess that would be ok .,_inquiry ,_deal
6007,"hi , i would like the hats , and 1 ball . in exchange you can have the books and 1 ball",_greeting _inquiry ,_greeting _need( _hats all _balls 1 ) _offer( _books all )
6008,"i can split the hats , giving you 1 but i need both of the balls in that case",_inquiry ,_need( _hats rest _balls 2 ) _offer( _hats rest )
6009,"yes , you get both books and we split the hats . i get the balls",_inquiry ,_yes _need( _hats rest _balls all ) _offer( _books 2 )
6010,i would really like the hats and one book,_inquiry ,_need( _books 1 _hats all )
6011,i would need both hats and one book or both books and one hat,_inquiry ,_need( _books 1 _hats 2 )
